,prep,prep_pp,pp,defart_pp,htah,adj,verb,at_user,geotag
86805,0,0,3,0,0,0,0,1,NewYork
86806,0,0,4,0,1,2,0,1,NewYork
86807,0,0,2,0,0,1,1,1,NewYork
86808,0,0,4,0,0,0,1,0,NewYork
86809,0,0,3,0,0,0,0,1,NewYork
86810,0,0,5,0,0,1,1,1,NewYork
86811,3,1,8,0,0,1,3,0,NewYork
86812,0,0,4,0,0,1,3,1,NewYork
86813,1,0,1,0,0,1,5,0,NewYork
86814,0,0,3,0,0,2,0,0,NewYork
86815,3,1,12,1,1,0,5,0,NewYork
86816,1,0,2,1,0,1,3,0,NewYork
86817,1,0,3,0,0,1,1,0,NewYork
86818,2,0,8,0,0,3,2,1,NewYork
86819,0,0,8,0,0,1,1,1,NewYork
86820,0,0,8,0,0,0,0,0,NewYork
86821,1,0,8,0,0,0,0,0,NewYork
86822,2,0,4,0,0,2,6,1,NewYork
86823,1,0,1,0,0,0,1,0,NewYork
86824,1,0,3,0,0,2,0,1,NewYork
86825,0,0,2,0,0,0,1,0,NewYork
86826,0,0,7,0,0,4,2,0,NewYork
86827,1,0,7,0,0,3,3,0,NewYork
86828,1,1,4,0,0,2,4,0,NewYork
86829,0,0,4,0,0,0,0,1,NewYork
86830,1,0,5,2,2,1,3,0,NewYork
86831,0,0,4,0,1,1,1,0,NewYork
86832,0,0,6,0,0,4,1,1,NewYork
86833,1,1,6,0,1,2,1,0,NewYork
86834,1,0,6,1,0,0,1,0,NewYork
86835,2,1,3,0,0,0,1,1,NewYork
86836,0,0,2,0,0,1,0,0,NewYork
86837,1,1,7,1,1,3,3,1,NewYork
86838,2,0,3,0,0,2,1,3,NewYork
86839,2,1,5,0,0,2,0,2,NewYork
86840,0,0,1,0,0,2,2,2,NewYork
86841,1,0,2,1,0,0,2,0,NewYork
86842,0,0,2,0,1,1,1,2,NewYork
86843,0,0,3,0,1,2,2,2,NewYork
86844,1,0,5,1,0,1,2,1,NewYork
86845,3,1,6,0,0,2,1,1,NewYork
86846,3,0,8,0,1,5,1,1,NewYork
86847,2,1,6,1,0,2,3,2,NewYork
86848,0,0,3,0,1,0,1,1,NewYork
86849,1,0,4,0,0,1,0,1,NewYork
86850,0,0,1,1,1,0,1,3,NewYork
86851,4,0,7,2,0,2,3,1,NewYork
86852,2,1,5,1,1,0,2,2,NewYork
86853,1,0,4,0,0,0,3,0,NewYork
86854,2,1,5,0,0,4,2,2,NewYork
86855,0,0,2,0,0,0,0,6,NewYork
86856,3,1,5,0,0,1,4,2,NewYork
86857,1,0,6,0,0,3,2,0,NewYork
86858,0,0,1,0,0,0,1,1,NewYork
86859,1,0,3,1,1,0,0,2,NewYork
86860,2,1,3,0,2,0,1,1,NewYork
86861,1,0,4,0,0,1,1,1,NewYork
86862,0,0,3,0,0,0,0,0,NewYork
86863,4,1,9,0,0,2,3,1,NewYork
86864,0,0,2,0,0,1,2,1,NewYork
86865,0,0,2,1,0,1,3,2,NewYork
86866,1,0,4,0,0,0,1,4,NewYork
86867,2,0,4,0,0,4,5,2,NewYork
86868,1,0,5,0,0,4,5,2,NewYork
86869,0,0,2,0,1,2,2,1,NewYork
86870,0,0,1,0,0,1,3,1,NewYork
86871,0,0,2,0,1,2,1,2,NewYork
86872,0,0,6,0,0,3,2,2,NewYork
86873,2,0,3,1,0,2,3,2,NewYork
86874,0,0,2,0,0,1,1,1,NewYork
86875,1,1,7,0,0,1,3,1,NewYork
86876,0,0,4,0,0,1,4,1,NewYork
86877,1,0,4,0,0,2,2,0,NewYork
86878,1,0,6,0,0,4,4,1,NewYork
86879,1,0,4,0,0,1,3,1,NewYork
86880,0,0,5,0,0,1,5,1,NewYork
86881,0,0,5,0,0,4,2,1,NewYork
86882,5,0,5,0,0,2,2,0,NewYork
86883,1,0,1,0,0,0,1,0,NewYork
86884,1,0,2,0,1,1,1,1,NewYork
86885,0,0,1,0,1,0,0,10,NewYork
86886,1,0,6,0,0,4,5,0,NewYork
86887,2,1,11,0,0,5,4,0,NewYork
86888,0,0,2,0,0,1,1,1,NewYork
86889,1,0,7,0,0,2,4,1,NewYork
86890,1,0,5,2,0,3,2,0,NewYork
86891,0,0,5,1,0,1,3,2,NewYork
86892,0,0,3,0,0,2,3,2,NewYork
86893,2,0,4,2,0,1,1,2,NewYork
86894,0,0,5,0,0,4,4,3,NewYork
86895,1,0,5,0,0,1,1,2,NewYork
86896,2,0,4,0,0,1,3,0,NewYork
86897,1,0,4,1,0,3,1,1,NewYork
86898,1,0,2,1,0,0,3,0,NewYork
86899,1,0,3,1,0,3,4,0,NewYork
86900,0,0,0,0,0,0,1,0,NewYork
86901,0,0,2,0,0,1,2,1,NewYork
86902,0,0,6,0,0,1,0,0,NewYork
86903,1,0,3,0,1,0,2,0,NewYork
86904,2,0,1,0,0,1,2,0,NewYork
86905,0,0,2,0,0,0,0,0,NewYork
86906,0,0,2,0,1,2,2,0,NewYork
86907,0,0,4,0,1,0,2,0,NewYork
86908,0,0,3,0,1,1,1,0,NewYork
86909,1,0,2,1,1,1,2,0,NewYork
86910,3,0,5,1,1,5,1,0,NewYork
86911,3,1,8,0,1,3,3,0,NewYork
86912,1,0,3,0,1,0,4,0,NewYork
86913,0,0,4,0,0,3,1,3,NewYork
86914,0,0,1,0,0,1,0,0,NewYork
86915,0,0,2,0,0,0,2,1,NewYork
86916,2,0,5,0,0,0,3,0,NewYork
86917,2,0,4,1,0,1,4,2,NewYork
86918,0,0,4,0,1,1,3,0,NewYork
86919,1,0,3,0,0,4,5,0,NewYork
86920,0,0,6,0,0,5,3,1,NewYork
86921,1,0,2,0,0,2,3,1,NewYork
86922,0,0,2,0,0,2,2,1,NewYork
86923,0,0,1,0,0,0,0,1,NewYork
86924,1,1,3,0,0,1,1,0,NewYork
86925,0,0,2,0,0,0,1,0,NewYork
86926,1,0,5,1,0,1,0,0,NewYork
86927,2,0,6,1,0,3,4,2,NewYork
86928,0,0,5,0,0,1,3,0,NewYork
86929,0,0,5,0,0,4,3,3,NewYork
86930,2,0,3,0,0,0,3,1,NewYork
86931,1,0,4,0,0,1,2,1,NewYork
86932,3,0,5,1,1,2,4,2,NewYork
86933,2,0,7,0,0,3,4,0,NewYork
86934,0,0,2,0,0,0,0,1,NewYork
86935,2,0,7,1,0,2,6,0,NewYork
86936,3,0,4,1,0,1,2,1,NewYork
86937,3,1,3,0,0,1,5,1,NewYork
86938,3,1,3,0,0,0,5,1,NewYork
86939,0,0,1,0,1,1,0,1,NewYork
86940,1,0,3,0,0,2,4,1,NewYork
86941,1,0,1,0,0,3,4,2,NewYork
86942,2,0,9,1,0,3,4,1,NewYork
86943,1,0,5,0,0,3,3,1,NewYork
86944,1,0,2,0,1,0,2,1,NewYork
86945,1,0,2,0,0,0,4,1,NewYork
86946,3,1,6,0,0,2,4,1,NewYork
86947,3,0,1,0,0,1,6,1,NewYork
86948,5,3,10,2,0,0,1,1,NewYork
86949,0,0,7,1,0,2,6,0,NewYork
86950,0,0,1,0,0,1,0,1,NewYork
86951,2,0,7,0,1,2,4,0,NewYork
86952,0,0,1,0,0,1,3,2,NewYork
86953,1,1,7,0,0,2,5,1,NewYork
86954,1,0,1,0,0,2,4,2,NewYork
86955,2,0,3,0,0,1,1,2,NewYork
86956,2,0,5,1,0,3,6,1,NewYork
86957,0,0,3,0,1,0,0,2,NewYork
86958,3,0,7,1,0,2,6,1,NewYork
86959,5,0,8,1,0,1,3,1,NewYork
86960,2,0,4,0,0,1,1,2,NewYork
86961,4,1,4,0,0,0,3,1,NewYork
86962,2,0,4,1,0,0,5,1,NewYork
86963,0,0,1,0,0,0,2,4,NewYork
86964,0,0,2,0,0,0,3,1,California
86965,0,0,1,0,0,0,0,1,California
86966,0,0,2,0,0,0,0,0,California
86967,0,0,6,0,0,2,9,0,California
86968,3,0,8,1,0,3,5,1,California
86969,0,0,7,0,1,1,2,0,California
86970,2,1,7,0,0,3,2,2,California
86971,3,0,5,0,0,1,2,1,California
86972,0,0,5,0,0,0,0,1,California
86973,0,0,3,2,0,0,3,1,California
86974,0,0,3,0,0,1,4,2,California
86975,0,0,2,0,0,1,2,1,California
86976,0,0,6,0,0,3,3,0,California
86977,0,0,9,0,0,4,3,3,California
86978,1,0,3,0,0,0,2,0,California
86979,0,0,4,0,0,1,2,1,California
86980,1,0,4,0,0,2,8,2,California
86981,0,0,0,0,0,1,1,2,California
86982,0,0,1,0,0,0,3,1,California
86983,0,0,3,0,0,1,2,1,California
86984,3,1,8,0,0,2,5,0,California
86985,0,0,4,0,0,0,1,1,California
86986,0,0,5,0,0,1,2,1,California
86987,4,1,10,0,0,2,6,1,California
86988,1,0,4,0,0,1,1,0,California
86989,2,0,7,0,0,2,5,0,California
86990,6,1,6,0,0,0,7,0,California
86991,2,0,5,0,0,4,7,0,California
86992,2,1,5,0,0,3,5,0,California
86993,1,1,9,1,2,0,4,1,California
86994,4,1,6,1,1,2,6,1,California
86995,3,0,8,1,1,0,5,1,California
86996,0,0,2,0,0,0,0,1,California
86997,1,0,5,0,1,3,7,1,California
86998,2,0,5,0,0,2,1,1,California
86999,2,0,2,0,1,2,4,0,California
87000,1,0,0,0,0,3,3,1,California
87001,2,0,4,1,0,2,2,1,California
87002,0,0,1,0,0,2,2,1,California
87003,2,0,10,0,0,6,5,0,California
87004,1,0,6,1,0,2,3,1,California
87005,1,0,5,1,0,1,2,2,California
87006,0,0,1,0,0,1,1,1,California
87007,1,0,6,1,0,1,2,1,California
87008,0,0,4,1,0,2,2,1,California
87009,1,0,3,1,0,0,1,1,California
87010,0,0,10,1,0,5,5,0,California
87011,0,0,2,0,0,0,0,1,California
87012,2,1,6,0,0,1,5,0,California
87013,1,0,5,1,0,1,1,0,California
87014,0,0,2,0,0,0,2,1,California
87015,2,0,7,1,1,1,4,2,California
87016,2,2,10,0,3,0,2,2,California
87017,1,0,7,0,1,6,5,1,California
87018,3,0,5,1,0,3,8,0,California
87019,0,0,1,0,0,0,0,0,California
87020,0,0,1,1,0,1,2,1,California
87021,2,0,3,0,0,0,4,1,California
87022,0,0,3,0,0,0,2,0,California
87023,1,0,2,0,0,2,3,1,California
87024,0,0,1,0,0,1,0,1,California
87025,0,0,2,0,0,1,1,0,NewYork
87026,1,0,1,0,0,0,1,1,NewYork
87027,1,0,2,0,0,0,1,2,NewYork
87028,0,0,3,0,0,0,1,0,NewYork
87029,0,0,1,0,0,0,0,1,NewYork
87030,0,0,3,0,0,1,2,2,NewYork
87031,1,0,0,0,0,0,0,1,NewYork
87032,0,0,0,0,0,1,0,1,NewYork
87033,0,0,2,0,0,0,0,1,NewYork
87034,0,0,2,0,0,0,1,0,NewYork
87035,2,0,3,2,0,0,1,1,NewYork
87036,0,0,0,0,0,0,3,1,NewYork
87037,0,0,1,0,0,1,1,1,NewYork
87038,0,0,0,0,0,0,0,1,NewYork
87039,3,0,1,0,0,0,7,1,NewYork
87040,3,1,6,1,0,0,2,0,NewYork
87041,0,0,1,0,0,0,0,1,NewYork
87042,2,0,1,0,0,3,5,1,NewYork
87043,0,0,1,0,0,0,1,1,NewYork
87044,1,0,3,1,0,1,4,2,NewYork
87045,3,1,3,0,0,0,4,1,NewYork
87046,1,0,3,1,0,1,4,2,NewYork
87047,0,0,2,0,0,0,0,1,NewYork
87048,2,1,3,0,0,2,2,2,NewYork
87049,0,0,0,0,0,0,0,1,NewYork
87050,0,0,4,0,0,0,0,1,NewYork
87051,1,0,6,0,0,0,4,0,NewYork
87052,0,0,1,0,0,0,0,1,NewYork
87053,0,0,1,0,0,1,0,1,NewYork
87054,1,1,5,1,1,1,2,1,NewYork
87055,0,0,1,0,0,0,0,1,NewYork
87056,0,0,2,0,0,1,1,0,NewYork
87057,0,0,3,0,0,0,0,1,NewYork
87058,1,0,2,0,0,1,1,1,NewYork
87059,0,0,3,0,0,3,5,1,NewYork
87060,0,0,1,0,0,0,0,1,NewYork
87061,0,0,2,0,0,2,1,1,NewYork
87062,1,0,1,0,0,0,3,0,NewYork
87063,1,0,4,1,0,3,3,0,NewYork
87064,0,0,1,0,0,0,0,1,NewYork
87065,0,0,1,0,0,1,1,0,NewYork
87066,0,0,2,0,0,1,1,1,NewYork
87067,3,1,7,0,0,2,2,1,NewYork
87068,0,0,1,0,0,0,2,1,NewYork
87069,1,1,6,0,0,2,3,0,NewYork
87070,3,0,5,1,0,1,4,1,NewYork
87071,2,0,4,0,0,0,1,1,NewYork
87072,3,1,6,0,0,1,6,1,NewYork
87073,0,0,1,0,0,1,1,1,NewYork
87074,0,0,0,0,0,0,1,1,Georgia
87075,1,1,8,0,2,2,2,1,Georgia
87076,0,0,1,0,0,1,1,0,Georgia
87077,3,2,5,0,0,2,6,1,Georgia
87078,1,0,2,0,0,0,1,1,Georgia
87079,2,0,4,1,0,3,2,2,Georgia
87080,1,1,5,0,0,3,5,1,Georgia
87081,4,1,7,0,0,1,4,1,Georgia
87082,3,0,3,0,0,6,4,1,Georgia
87083,1,0,2,0,0,0,7,1,Georgia
87084,2,0,4,0,1,2,8,0,Georgia
87085,2,0,5,1,0,2,3,0,Georgia
87086,1,0,7,0,0,3,5,0,Georgia
87087,1,0,5,0,0,2,2,0,Georgia
87088,1,0,5,1,0,3,1,0,Georgia
87089,1,0,4,1,0,1,1,0,Georgia
87090,1,0,2,0,0,0,3,0,Georgia
87091,2,0,3,0,0,2,3,0,Georgia
87092,0,0,2,0,0,0,2,1,Georgia
87093,4,0,5,1,0,1,4,0,Georgia
87094,0,0,2,0,0,2,1,1,Georgia
87095,2,1,4,0,0,0,5,1,Georgia
87096,1,0,4,0,1,2,1,1,Georgia
87097,1,0,5,0,0,7,4,0,Georgia
87098,1,0,4,0,1,3,2,1,Georgia
87099,0,0,3,0,0,1,1,0,Georgia
87100,1,1,3,0,1,1,2,0,Georgia
87101,3,0,1,0,0,4,3,0,Georgia
87102,0,0,4,1,1,0,1,0,Georgia
87103,1,0,5,0,0,2,5,1,Georgia
87104,0,0,2,0,0,0,1,0,Georgia
87105,0,0,5,0,0,1,1,0,Georgia
87106,0,0,5,0,0,5,2,1,Georgia
87107,1,0,3,0,0,4,4,0,Georgia
87108,5,0,4,0,0,4,3,0,Georgia
87109,3,0,5,0,1,0,4,0,Georgia
87110,0,0,4,0,1,0,1,0,Georgia
87111,0,0,4,0,0,1,4,1,Georgia
87112,0,0,2,0,0,1,1,1,NewYork
87113,0,0,2,0,0,1,1,0,NewYork
87114,0,0,5,0,0,1,1,1,NewYork
87115,0,0,2,1,0,0,1,1,NewYork
87116,1,0,2,1,0,1,1,0,NewYork
87117,1,0,3,0,0,1,1,0,NewYork
87118,0,0,2,0,0,0,2,1,NewYork
87119,0,0,2,0,0,0,0,1,NewYork
87120,0,0,1,0,0,0,1,1,NewYork
87121,0,0,0,0,0,1,0,2,NewYork
87122,0,0,3,0,0,0,0,0,NewYork
87123,1,0,2,0,0,0,2,1,NewYork
87124,0,0,2,0,0,1,0,1,NewYork
87125,0,0,4,1,1,0,2,0,NewYork
87126,2,0,4,1,0,0,1,2,NewYork
87127,2,0,8,2,0,3,6,1,NewYork
87128,0,0,0,0,0,0,2,1,NewYork
87129,4,2,6,0,0,1,7,1,NewYork
87130,0,0,1,0,0,0,0,1,NewYork
87131,0,0,3,0,1,0,3,1,NewYork
87132,0,0,0,0,0,0,1,1,NewYork
87133,0,0,2,0,0,0,0,0,NewYork
87134,1,1,2,0,0,0,1,1,NewYork
87135,1,0,3,0,0,0,0,1,NewYork
87136,1,0,1,0,0,0,1,0,NewYork
87137,2,0,4,0,0,2,1,1,NewYork
87138,0,0,4,0,0,3,1,1,NewYork
87139,0,0,1,0,0,0,1,2,NewYork
87140,0,0,5,0,0,5,2,2,NewYork
87141,0,0,2,0,0,0,1,1,NewYork
87142,0,0,3,0,0,0,1,1,NewYork
87143,0,0,2,0,0,0,2,0,NewYork
87144,2,0,4,0,0,1,3,0,Georgia
87145,0,0,5,0,1,1,2,0,Georgia
87146,0,0,3,0,0,3,3,0,Georgia
87147,0,0,1,0,0,0,0,1,Georgia
87148,0,0,2,0,0,2,1,0,Georgia
87149,1,0,4,0,0,2,3,1,Georgia
87150,0,0,2,0,1,1,1,0,Georgia
87151,3,0,8,0,0,0,4,0,Georgia
87152,0,0,2,0,0,1,2,0,Georgia
87153,1,1,1,0,0,2,1,0,Georgia
87154,1,0,3,0,0,6,3,0,Georgia
87155,2,0,7,0,1,3,5,0,Georgia
87156,2,0,6,1,1,1,6,0,Georgia
87157,2,0,5,0,1,1,5,1,Georgia
87158,1,0,4,0,1,2,7,1,Georgia
87159,0,0,8,0,0,2,1,0,Georgia
87160,3,0,5,0,0,2,4,0,Georgia
87161,1,0,3,0,0,0,2,0,Georgia
87162,0,0,3,0,0,0,0,1,Georgia
87163,1,0,4,0,0,4,2,0,Georgia
87164,1,0,3,0,0,0,2,0,Georgia
87165,0,0,1,0,1,0,0,10,Georgia
87166,0,0,1,0,1,0,0,8,Georgia
87167,1,0,2,0,0,1,3,1,Georgia
87168,0,0,3,0,1,1,3,5,Georgia
87169,0,0,1,0,1,0,0,2,Georgia
87170,0,0,7,0,0,2,4,0,Georgia
87171,4,0,3,0,0,2,2,1,Georgia
87172,0,0,0,0,0,1,2,0,Georgia
87173,2,1,7,0,0,0,1,0,Georgia
87174,1,0,4,0,0,2,2,1,Georgia
87175,2,0,5,0,0,2,3,0,Georgia
87176,2,0,7,1,0,3,8,1,Georgia
87177,1,0,1,0,0,2,0,0,Georgia
87178,0,0,3,0,0,1,0,1,Georgia
87179,3,0,9,0,0,0,7,1,Georgia
87180,2,0,4,0,0,5,6,1,Georgia
87181,1,0,5,0,0,3,3,0,Georgia
87182,0,0,4,0,0,1,2,0,Georgia
87183,2,0,3,2,0,2,4,0,Georgia
87184,1,0,5,0,0,3,3,1,Georgia
87185,0,0,5,0,0,2,1,1,Georgia
87186,2,1,6,0,0,2,1,0,Georgia
87187,0,0,3,0,0,2,2,0,Georgia
87188,1,0,3,0,1,1,2,1,Georgia
87189,0,0,3,0,0,0,3,1,Georgia
87190,0,0,2,0,0,0,1,0,Georgia
87191,0,0,3,0,1,1,2,0,Georgia
87192,4,1,9,0,0,4,6,0,Georgia
87193,2,1,3,0,0,1,4,0,Georgia
87194,0,0,2,0,0,0,1,0,Georgia
87195,0,0,2,0,0,1,1,1,Georgia
87196,0,0,1,0,0,0,1,0,Georgia
87197,2,0,2,0,0,4,4,1,Georgia
87198,0,0,1,0,0,0,0,0,Georgia
87199,0,0,1,0,0,2,1,1,Georgia
87200,1,1,5,0,0,0,1,0,Georgia
87201,0,0,0,0,0,0,1,1,Georgia
87202,0,0,6,0,0,4,2,0,Georgia
87203,1,1,5,0,0,2,3,0,Georgia
87204,0,0,2,0,0,0,1,0,Georgia
87205,0,0,5,0,0,3,2,0,Georgia
87206,0,0,4,0,0,2,3,1,Georgia
87207,0,0,1,1,0,0,0,1,Georgia
87208,2,0,4,1,2,1,1,1,Georgia
87209,1,0,3,1,0,2,4,0,Georgia
87210,5,2,8,1,0,3,4,1,Georgia
87211,3,0,5,1,0,2,5,1,Georgia
87212,0,0,3,0,0,3,0,1,Georgia
87213,0,0,1,0,0,0,0,1,Georgia
87214,0,0,3,0,0,0,1,1,Georgia
87215,0,0,2,0,0,1,1,2,Georgia
87216,0,0,2,0,0,1,4,0,Georgia
87217,0,0,0,0,0,0,2,2,Georgia
87218,2,0,4,0,0,2,4,2,Georgia
87219,10,2,7,1,0,1,6,0,Georgia
87220,1,0,6,0,1,2,7,0,Georgia
87221,1,0,3,1,0,3,4,1,Georgia
87222,0,0,3,0,0,2,2,2,Georgia
87223,1,0,3,0,0,2,3,1,Georgia
87224,1,0,3,0,1,0,2,1,Georgia
87225,1,0,2,0,0,0,0,1,Georgia
87226,1,0,2,1,0,0,0,1,Georgia
87227,4,1,7,1,0,3,2,1,Georgia
87228,0,0,2,0,0,4,6,0,Georgia
87229,0,0,5,0,0,1,2,1,Georgia
87230,2,0,5,0,0,3,5,1,Georgia
87231,0,0,2,0,0,0,0,1,Georgia
87232,0,0,1,0,0,1,1,1,Georgia
87233,0,0,1,0,0,1,0,1,Georgia
87234,2,0,4,0,0,1,6,1,Georgia
87235,0,0,3,0,0,0,0,1,NewYork
87236,4,2,4,1,0,1,5,2,NewYork
87237,1,0,1,0,0,1,0,0,NewYork
87238,2,0,5,0,0,3,7,1,NewYork
87239,2,0,8,0,1,1,4,1,NewYork
87240,0,0,2,0,0,0,0,1,NewYork
87241,2,0,5,1,2,3,3,1,NewYork
87242,2,1,5,1,2,0,3,0,NewYork
87243,2,0,4,0,1,0,0,2,NewYork
87244,4,0,6,0,1,2,3,1,NewYork
87245,3,1,5,0,0,2,3,1,NewYork
87246,3,0,5,0,1,1,2,1,NewYork
87247,4,1,4,1,1,1,4,1,NewYork
87248,2,0,5,2,2,1,5,1,NewYork
87249,3,2,5,1,0,0,4,2,NewYork
87250,0,0,2,0,0,1,2,0,NewYork
87251,2,1,8,0,0,0,6,0,NewYork
87252,1,0,4,0,0,2,4,1,NewYork
87253,2,2,8,0,1,2,4,1,NewYork
87254,0,0,8,0,0,4,4,1,NewYork
87255,0,0,1,0,0,0,0,1,NewYork
87256,2,0,5,1,1,1,1,0,NewYork
87257,0,0,3,0,1,1,3,0,NewYork
87258,0,0,2,0,0,1,4,1,NewYork
87259,0,0,1,0,0,0,1,1,NewYork
87260,2,0,3,1,1,3,6,1,NewYork
87261,0,0,0,0,0,0,1,1,NewYork
87262,0,0,2,0,1,0,3,0,NewYork
87263,1,0,2,0,0,0,2,1,NewYork
87264,2,1,7,0,0,1,6,2,NewYork
87265,0,0,3,0,1,1,1,0,NewYork
87266,4,1,3,0,0,2,5,1,NewYork
87267,0,0,2,0,0,0,0,1,NewYork
87268,2,0,6,0,0,3,4,2,NewYork
87269,0,0,1,0,0,0,0,1,NewYork
87270,0,0,1,0,0,0,1,1,NewYork
87271,0,0,1,0,0,1,0,2,NewYork
87272,1,0,5,0,0,1,3,0,NewYork
87273,0,0,2,1,1,1,1,9,NewYork
87274,0,0,1,0,1,0,0,11,NewYork
87275,1,0,3,0,0,1,1,1,NewYork
87276,1,0,3,0,0,1,0,1,NewYork
87277,2,0,2,0,0,2,4,1,NewYork
87278,2,1,3,0,1,0,1,0,NewYork
87279,1,0,1,0,0,1,1,1,NewYork
87280,3,0,4,2,0,1,4,1,NewYork
87281,0,0,1,0,0,0,0,1,NewYork
87282,1,0,5,0,1,0,3,1,NewYork
87283,1,0,3,0,0,0,1,1,NewYork
87284,0,0,1,0,1,1,4,1,NewYork
87285,1,1,4,0,1,0,2,0,NewYork
87286,2,0,3,0,0,1,6,1,NewYork
87287,0,0,1,0,0,0,0,1,NewYork
87288,0,0,6,0,1,1,3,1,NewYork
87289,0,0,0,0,0,2,1,1,NewYork
87290,1,0,4,0,0,3,2,1,NewYork
87291,0,0,2,0,0,2,1,1,California
87292,1,0,5,0,0,1,3,1,California
87293,2,0,3,0,2,0,4,2,California
87294,1,0,4,0,1,2,0,1,California
87295,3,0,5,0,1,0,6,1,California
87296,0,0,3,0,0,1,1,1,California
87297,1,1,8,0,1,3,3,2,California
87298,3,0,4,0,0,0,3,1,California
87299,1,0,1,0,0,1,2,1,California
87300,2,0,1,0,0,0,1,1,California
87301,0,0,2,0,0,1,3,0,California
87302,3,0,2,0,0,1,2,1,California
87303,2,0,3,0,0,1,4,0,California
87304,1,0,1,0,0,0,1,1,California
87305,0,0,3,0,0,0,1,1,California
87306,0,0,2,0,0,0,1,1,California
87307,4,0,5,1,0,2,0,1,California
87308,0,0,1,0,0,0,0,1,California
87309,1,1,5,0,1,0,2,0,California
87310,0,0,1,0,0,1,3,2,California
87311,0,0,1,0,0,1,0,1,California
87312,1,0,6,1,0,1,3,1,California
87313,0,0,0,0,0,1,1,1,California
87314,1,0,8,1,0,2,4,1,California
87315,2,0,5,1,0,1,0,1,California
87316,2,1,9,2,1,1,6,1,California
87317,2,1,3,0,0,0,2,1,California
87318,4,2,5,0,0,2,3,1,California
87319,3,0,1,0,0,2,1,1,California
87320,1,0,3,0,0,1,0,8,California
87321,0,0,2,0,0,1,0,0,California
87322,1,0,2,0,0,0,1,2,California
87323,1,0,0,0,0,0,1,1,California
87324,0,0,4,0,0,2,2,2,California
87325,0,0,2,0,0,1,3,1,California
87326,2,0,2,0,0,1,2,1,California
87327,1,0,3,0,0,2,4,0,NewYork
87328,3,1,8,1,0,0,4,0,NewYork
87329,2,0,7,0,0,1,4,0,NewYork
87330,2,0,4,2,0,2,5,1,NewYork
87331,2,1,3,0,0,4,6,1,NewYork
87332,2,0,7,0,0,3,6,1,NewYork
87333,1,1,8,1,1,0,4,0,NewYork
87334,4,0,8,0,0,4,6,0,NewYork
87335,2,0,7,0,0,2,3,0,NewYork
87336,1,0,5,0,0,2,4,1,NewYork
87337,3,0,2,0,0,3,5,1,NewYork
87338,2,0,9,0,0,4,2,1,NewYork
87339,3,0,7,0,0,2,6,0,NewYork
87340,2,1,6,0,0,1,8,0,NewYork
87341,3,1,6,0,0,2,6,0,NewYork
87342,2,0,7,1,0,2,3,5,NewYork
87343,2,0,5,0,0,4,2,1,NewYork
87344,2,0,7,1,0,3,3,1,NewYork
87345,2,0,3,0,0,1,2,1,NewYork
87346,2,0,3,0,0,1,5,0,NewYork
87347,3,1,8,0,0,2,6,0,NewYork
87348,2,1,8,1,0,2,7,1,NewYork
87349,1,0,2,0,0,1,7,0,NewYork
87350,3,1,6,0,0,1,8,1,NewYork
87351,1,0,5,0,0,4,3,2,NewYork
87352,2,0,7,0,1,0,3,3,NewYork
87353,3,0,9,0,0,3,6,0,NewYork
87354,2,1,9,0,0,2,2,0,NewYork
87355,0,0,2,0,0,1,2,1,NewYork
87356,0,0,6,0,0,0,0,0,NewYork
87357,0,0,8,0,0,4,0,2,NewYork
87358,0,0,2,0,0,1,1,0,NewYork
87359,0,0,5,0,0,1,3,0,NewYork
87360,0,0,6,0,1,1,2,0,NewYork
87361,0,0,5,0,0,0,1,1,NewYork
87362,0,0,4,0,0,1,1,1,NewYork
87363,0,0,4,0,0,0,1,1,NewYork
87364,0,0,1,0,0,0,0,1,NewYork
87365,0,0,2,0,0,0,3,0,NewYork
87366,0,0,0,0,1,2,1,0,NewYork
87367,0,0,1,0,0,1,0,0,NewYork
87368,0,0,0,0,0,0,0,0,NewYork
87369,0,0,2,0,0,1,1,0,NewYork
87370,0,0,3,0,0,1,0,1,NewYork
87371,0,0,1,0,0,0,0,1,NewYork
87372,1,0,8,0,0,4,4,1,NewYork
87373,0,0,1,0,0,1,3,1,NewYork
87374,0,0,2,0,0,0,0,1,NewYork
87375,0,0,3,0,0,0,0,2,NewYork
87376,0,0,5,0,0,1,1,1,NewYork
87377,1,0,4,0,0,1,1,1,NewYork
87378,0,0,2,0,0,0,0,0,NewYork
87379,1,0,6,0,2,0,2,0,NewYork
87380,2,1,4,0,0,3,6,0,NewYork
87381,0,0,4,0,0,3,2,1,NewYork
87382,0,0,6,0,0,2,4,0,NewYork
87383,0,0,2,0,0,0,0,1,NewYork
87384,2,1,7,0,0,6,4,0,NewYork
87385,0,0,3,0,0,0,0,1,NewYork
87386,0,0,5,0,0,2,2,1,NewYork
87387,1,1,2,0,0,0,0,1,NewYork
87388,0,0,2,0,0,0,4,1,NewYork
87389,1,0,5,1,0,1,2,0,Georgia
87390,0,0,6,0,0,1,2,1,Georgia
87391,0,0,2,0,0,0,0,0,Georgia
87392,5,0,3,0,0,2,3,0,Georgia
87393,1,0,2,0,0,0,1,1,Georgia
87394,1,0,2,1,1,0,2,0,Georgia
87395,0,0,4,0,1,0,0,0,Georgia
87396,1,0,3,0,0,1,1,0,Georgia
87397,0,0,4,0,0,3,2,2,Georgia
